site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
Proviso West High School,4701 Harrison St,Hillside,IL,60162-1616,41.867993,-87.900743,Eligible School
Proviso East High School,807 S 1st Ave,Maywood,IL,60153-2307,41.880456,-87.833287,Eligible School
East Leyden High School,3400 Rose St,Franklin Park,IL,60131-2155,41.940554,-87.86569,Eligible School
West Leyden High School,1000 N Wolf Rd,Northlake,IL,60164-1438,41.927222,-87.905658,Eligible School
John Mills Elem School,2824 N 76th Ave,Elmwood Park,IL,60707-1438,41.931116,-87.816426,Eligible School
PAEC Academy,1640 Newcastle Ave,Westchester,IL,60154-4447,41.855042,-87.875325,Eligible School
PAEC Alternative Elementary,1636 S 10th Ave,Maywood,IL,60153-1978,41.872275,-87.844931,Eligible School
PAEC Alternative High School,1636 S 10th Ave,Maywood,IL,60153-1978,41.872275,-87.844931,Eligible School
Proviso Area Exceptional Child,1000 Van Buren St,Maywood,IL,60153-1970,41.873472,-87.847267,Eligible School
W W Walker Elem School,7735 W 66th Pl,Bedford Park,IL,60501-1903,41.770751,-87.814826,Eligible School
Heritage Middle School,6021 S 74th Ave,Summit,IL,60501-1500,41.782877,-87.805035,Eligible School
Dr Donald Wharton Elem School,7555 W 64th St,Summit,IL,60501-1925,41.774716,-87.809704,Eligible School
Walsh Elem School,5640 S 75th Ave,Summit,IL,60501-1346,41.788679,-87.808927,Eligible School
Otis P Graves Elem School,6021 S 74th Ave,Summit,IL,60501-1500,41.782877,-87.805035,Eligible School
Willow Springs Elem School,8345 Archer Ave,Willow Springs,IL,60480-1402,41.738362,-87.865269,Eligible School
Frank A Brodnicki Elem School,8641 W 75th St,Justice,IL,60458-1114,41.75359,-87.836078,Eligible School
Robina Lyle Elementary School,7801 W 75th St,Bridgeview,IL,60455-1288,41.754512,-87.814977,Eligible School
Bridgeview Elem School,7800 S Thomas Ave,Bridgeview,IL,60455-1524,41.749028,-87.806358,Eligible School
George T Wilkins Elem School,8001 S 82nd Ave,Justice,IL,60458-1569,41.744827,-87.822638,Eligible School
Charles J Sahs Elem School,5001 S Long Ave,Chicago,IL,60638-1733,41.802086,-87.757682,Eligible School
Liberty Junior High School,5900 W 81st St,Burbank,IL,60459-1900,41.745653,-87.767798,Eligible School
Edward J Tobin Elem School,8501 Narragansett Ave,Burbank,IL,60459-2474,41.73765,-87.779823,Eligible School
Harry E Fry School,7805 Mobile Ave,Burbank,IL,60459-1109,41.750257,-87.77771,Eligible School
Luther Burbank Elem School,8235 Linder Ave,Burbank,IL,60459-2066,41.742735,-87.758001,Eligible School
Richard Byrd Elementary School,8259 Lavergne Ave,Burbank,IL,60459-2794,41.742516,-87.745841,Eligible School
F B Mccord Elem School,8450 Nashville Ave,Burbank,IL,60459-2335,41.738301,-87.78487,Eligible School
Maddock Elementary School,8258 Sayre Ave,Burbank,IL,60459-1631,41.741616,-87.79474,Eligible School
J B Kennedy Elem School,7644 Central Ave,Burbank,IL,60459-1308,41.753335,-87.761667,Eligible School
H H Conrady Jr High School,7950 W 97th St,Hickory Hills,IL,60457-2327,41.715517,-87.816471,Eligible School
Oak Ridge Elem School,8791 W 103rd St,Palos Hills,IL,60465-1633,41.702495,-87.835914,Eligible School
Dorn Primary Center,7840 W 92nd St,Hickory Hills,IL,60457-2012,41.724227,-87.814133,Eligible School
Glen Oaks Elem School,9045 S 88th Ave,Hickory Hills,IL,60457-1252,41.726112,-87.836623,Eligible School
Dr Kenneth M Sorrick School,7825 W 103rd St,Palos Hills,IL,60465-1676,41.702938,-87.813827,Eligible School
Columbus Manor Elem School,9700 Mayfield Ave,Oak Lawn,IL,60453-3638,41.715905,-87.767546,Eligible School
Harnew Elem School,9101 Meade Ave,Oak Lawn,IL,60453-1570,41.727061,-87.772819,Eligible School
Simmons Middle School,6450 W 95th St,Oak Lawn,IL,60453-2262,41.720567,-87.782202,Eligible School
George W Lieb Elem School,9101 Pembroke Ln,Bridgeview,IL,60455-2221,41.72618,-87.79089,Eligible School
Ernest F Kolb Elem School,9620 Normandy Ave,Oak Lawn,IL,60453-2131,41.717692,-87.787748,Eligible School
J Covington Elem School,9130 S 52nd Ave,Oak Lawn,IL,60453-1742,41.726061,-87.751664,Eligible School
Hometown Elem School,8870 S Duffy Ave,Hometown,IL,60456-1140,41.731034,-87.73195,Eligible School
Northeast Elem School,9058 S California Ave,Evergreen Park,IL,60805-1300,41.728723,-87.692595,Eligible School
Stony Creek Elem School,11700 S Kolin Ave,Alsip,IL,60803-2141,41.680312,-87.728223,Eligible School
Prairie Jr High School,11910 S Kostner Ave,Alsip,IL,60803-2307,41.676401,-87.729593,Eligible School
Lane Elem School,4600 W 123rd St,Alsip,IL,60803-2522,41.668993,-87.733452,Eligible School
Worth Elem School,11158 S Oak Park Ave,Worth,IL,60482-2100,41.689102,-87.788644,Eligible School
Worth Jr High School,11151 S New England Ave,Worth,IL,60482-1808,41.689342,-87.791491,Eligible School
Worthwoods Elem School,11000 S Oketo Ave,Worth,IL,60482-1009,41.69184,-87.802501,Eligible School
Ridge Central Elem School,10800 Lyman Ave,Chicago Ridge,IL,60415-2250,41.695776,-87.771681,Eligible School
Elden D Finley Jr High School,10835 Lombard Ave,Chicago Ridge,IL,60415-2110,41.695276,-87.773966,Eligible School
Ridge Lawn Elementary School,5757 105th St,Chicago Ridge,IL,60415-2087,41.701671,-87.764192,Eligible School
Care Program,5318 135th St,Crestwood,IL,60445-1504,41.647097,-87.750628,Eligible School
Eisenhower Cooperative,5318 135th St,Crestwood,IL,60445-1504,41.647097,-87.750628,Eligible School
Developmental Learning Pgm   DLP,14801 Turner Ave,Midlothian,IL,60445-3628,41.623762,-87.701325,Eligible School
Nathan Hale Middle School,5220 135th St,Crestwood,IL,60445-1502,41.647139,-87.748203,Eligible School
Nathan Hale Intermediate,5312 135th St,Crestwood,IL,60445-1504,41.647102,-87.750514,Eligible School
Veterans Memorial Middle Sch,12320 Greenwood Ave,Blue Island,IL,60406-1558,41.669358,-87.682891,Eligible School
Nathan Hale Primary School,5324 135th St,Crestwood,IL,60445-1504,41.647092,-87.750743,Eligible School
Whittier Elementary School,13043 Maple Ave,Blue Island,IL,60406-2338,41.656107,-87.684684,Eligible School
Paul Revere Intermediate School,12331 Gregory St,Blue Island,IL,60406-1630,41.669161,-87.677614,Eligible School
George Washington Elementary Sch,12545 S Homan Ave,Alsip,IL,60803-4114,41.6646,-87.704856,Eligible School
Lincoln Elem School,2140 Broadway St,Blue Island,IL,60406-3051,41.651266,-87.674775,Eligible School
Everett F Kerr Middle School,12915 Maple Ave,Blue Island,IL,60406-2014,41.658429,-87.684789,Eligible School
Paul Revere Primary School,2300 123rd Pl,Blue Island,IL,60406-1672,41.668846,-87.676936,Eligible School
Burr Oak Academy,1441 W 124th St,Calumet Park,IL,60827-5831,41.668612,-87.658035,Eligible School
Burr Oak Elem School,1440 W 125th St,Calumet Park,IL,60827-6025,41.666801,-87.657513,Eligible School
Calumet Elem School,1440 W Vermont Ave,Calumet Park,IL,60827-6328,41.659294,-87.657125,Eligible School
Gen George Patton Elem School,13700 S Stewart Ave,Riverdale,IL,60827-1629,41.646208,-87.631752,Eligible School
Southwest Cook Coop Spec Ed,6020 151st St,Oak Forest,IL,60452-1841,41.619017,-87.767291,Eligible School
Spaulding School,14811 Turner Ave,Midlothian,IL,60445-3628,41.623439,-87.70093,Eligible School
Kolmar Elem School,4500 143rd St,Midlothian,IL,60445-2612,41.632796,-87.731744,Eligible School
Springfield Elem School,14620 Springfield Ave,Midlothian,IL,60445-2833,41.626971,-87.715724,Eligible School
Central Park Elem School,3621 151st St,Midlothian,IL,60445-3701,41.617685,-87.708216,Eligible School
Turner Elem School,3847 W 135Th St,Crestwood,IL,60418-3048,41.647137,-87.71536,Eligible School
Childs Elem School,14123 S Lydia Ave,Robbins,IL,60472-2255,41.636212,-87.703882,Eligible School
Posen Elem School,14545 S California Ave,Posen,IL,60469-1201,41.62868,-87.688242,Eligible School
Gordon School,14100 S Harrison Ave,Posen,IL,60469-1047,41.63641,-87.68852,Eligible School
Kellar School,14123 S Lydia Ave,Robbins,IL,60472-2255,41.636212,-87.703882,Eligible School
Primary Learning Center,3215 W 162Nd St,Markham,IL,60428-5401,41.594907,-87.695349,Eligible School
Nob Hill Elem School,3701 168th St,Country Club Hills,IL,60478-2123,41.58449,-87.707166,Eligible School
Markham Park Elem School,16239 Lawndale Ave,Markham,IL,60428-4440,41.594615,-87.706395,Eligible School
Fieldcrest Elem School,4100 Wagman St,Oak Forest,IL,60452-4342,41.595601,-87.720951,Eligible School
Chateaux School,3600 Chambord Ln,Hazel Crest,IL,60429-2247,41.563934,-87.70304,Eligible School
Highlands Elem School,3420 Laurel Ln,Hazel Crest,IL,60429-1011,41.580447,-87.701501,Eligible School
Mae Jemison School,3450 W 177th St,Hazel Crest,IL,60429-2002,41.568865,-87.70134,Eligible School
Prairie-Hills Junior High School,16315 Richmond,Markham,IL,,41.593692,-87.68856,Eligible School
Lincoln Elem School,14100 Honore Ave,Dixmoor,IL,60426-1115,41.633855,-87.662206,Eligible School
Martin L King Elem School,14600 Seeley Ave,Dixmoor,IL,60426-1052,41.624291,-87.667188,Eligible School
Rosa L Parks Middle School,14700 Robey Ave,Dixmoor,IL,60426-1526,41.622497,-87.665695,Eligible School
Washington Junior High,13900 S School St,Riverdale,IL,60827-1925,41.642541,-87.629353,Eligible School
Riverdale School,325 W 142nd St,Riverdale,IL,60827-2344,41.63748,-87.631066,Eligible School
Roosevelt Junior High School,111 W 146th St,Dolton,IL,60419-1453,41.629321,-87.625722,Eligible School
Early Childhood Cntr,333 E 142Nd St,Dolton,IL,60419-1109,41.636988,-87.613412,Eligible School
Lincoln Junior High School,14151 Lincoln Ave,Dolton,IL,60419-1023,41.638278,-87.604738,Eligible School
Park Elementary School,14200 S Wentworth Ave,Riverdale,IL,60827-2520,41.636883,-87.62693,Eligible School
Franklin Elementary School,14701 Chicago Rd,Dolton,IL,60419-2015,41.627765,-87.60692,Eligible School
Roosevelt Elem School,111 W 146th St,Dolton,IL,60419-1453,41.629321,-87.625722,Eligible School
Washington Elem School,13900 S School St,Riverdale,IL,60827-1925,41.642541,-87.629353,Eligible School
Lincoln Elementary School,14151 Lincoln Ave,Dolton,IL,60419-1023,41.638278,-87.604738,Eligible School
Creative Communications Acad,1650 Pulaski Rd,Calumet City,IL,60409-3828,41.616524,-87.566609,Eligible School
S T E M Academy,1650 Pulaski Rd,Calumet City,IL,60409-3828,41.616524,-87.566609,Eligible School
School of Fine Arts,1650 Pulaski Rd,Calumet City,IL,60409-3828,41.616524,-87.566609,Eligible School
Berger-Vandenberg Elem School,14833 Avalon Ave,Dolton,IL,60419-2452,41.624899,-87.586735,Eligible School
Carol Moseley Braun School,1655 153rd St,Calumet City,IL,60409-3842,41.616767,-87.565035,Eligible School
New Beginnings Learning Academy,15703 Clyde Ave,South Holland,IL,60473-1920,41.610411,-87.571779,Eligible School
Diekman Elem School,15121 Dorchester Ave,Dolton,IL,60419-2941,41.620538,-87.583047,Eligible School
Caroline Sibley Elem School,1550 Sibley Blvd,Calumet City,IL,60409-2333,41.623292,-87.562687,Eligible School
McKinley Elem School,850 E 170th St,South Holland,IL,60473-3413,41.586648,-87.595646,Eligible School
McKinley Jr High School,16949 Cottage Grove Ave,South Holland,IL,60473-3089,41.586668,-87.596805,Eligible School
Greenwood Elem School,16800 Greenwood Ave,South Holland,IL,60473-3193,41.58995,-87.591337,Eligible School
Able Program,2206 W 167Th St,Markham,IL,60428-5607,41.586418,-87.670707,Eligible School
Echo School,350 W 154th St,South Holland,IL,60473-1229,41.616083,-87.626128,Eligible School
Academy for Learning,306 E 144th St,Dolton,IL,60419-1119,41.633655,-87.613529,Eligible School
MacArthur/Echo Elementary,640 E 168th Pl,South Holland,IL,60473-3018,41.59005,-87.600535,Eligible School
Pace Elementary,14500 Myrtle Ave,Harvey,IL,60426-1235,41.627495,-87.652534,Eligible School
Eisenhower School,16001 Minerva Ave,South Holland,IL,60473-1776,41.605288,-87.589631,Eligible School
Madison School,15700 Orchid Dr,South Holland,IL,60473-1300,41.610848,-87.605018,Eligible School
Taft School,393 E 163rd St,Harvey,IL,60426-5951,41.593807,-87.633762,Eligible School
Coolidge Middle School,15500 7th Ave,Phoenix,IL,60426-2566,41.607603,-87.626784,Eligible School
Holmes Elem School,16000 Carse Ave,Harvey,IL,60426-5212,41.598569,-87.639116,Eligible School
Maya Angelou Elem Sch,15748 Page Ave,Harvey,IL,60426-4222,41.603574,-87.659723,Eligible School
Whittier Elem School,71 E 152nd St,Harvey,IL,60426-3154,41.613798,-87.652362,Eligible School
Bryant Elem School,14700 Main St,Harvey,IL,60426-1923,41.622466,-87.643006,Eligible School
Brooks Middle School,14741 Wallace St,Harvey,IL,60426-2448,41.621372,-87.631518,Eligible School
Jesse C White Learning Academy,16910 S Western Ave,Hazel Crest,IL,,41.582675,-87.675262,Eligible School
Barack H Obama Learning Academy,16448 S Park Ave,Markham,IL,,41.590929,-87.653524,Eligible School
Wolcott School,200 N Wolcott St,Thornton,IL,60476-1254,41.570223,-87.614931,Eligible School
Burnham Elem School,13945 S Green Bay Ave,Burnham,IL,60633-1671,41.641592,-87.541256,Eligible School
Wilson Elementary School,560 Wentworth Ave,Calumet City,IL,60409-3493,41.619544,-87.530915,Eligible School
Wentworth Intermediate School,530 Superior Ave,Calumet City,IL,60409-3439,41.621064,-87.545434,Eligible School
Wentworth Jr High School,560 Superior Ave,Calumet City,IL,60409-3439,41.61985,-87.545463,Eligible School
Lincoln Elem School,410 157th St,Calumet City,IL,60409-4704,41.610539,-87.535815,Eligible School
Schrum Memorial School,485 165th St,Calumet City,IL,60409-6255,41.589579,-87.537927,Eligible School
Hoover Elem School,1260 Superior Ave,Calumet City,IL,60409-5731,41.59864,-87.544716,Eligible School
Oak Glen Elem School,2101 182nd St,Lansing,IL,60438-1734,41.563869,-87.566093,Eligible School
Memorial Jr High School,2721 Ridge Rd,Lansing,IL,60438-2933,41.563467,-87.550509,Eligible School
Coolidge Elementary School,17845 Henry St,Lansing,IL,60438-2357,41.570558,-87.533484,Eligible School
Reavis Elem School,17121 Roy St,Lansing,IL,60438-1377,41.584026,-87.536314,Eligible School
Neil Armstrong Elem School,5030 Imperial Dr,Richton Park,IL,60471-1604,41.478077,-87.737592,Eligible School
Woodgate Elem School,101 Central Ave,Matteson,IL,60443-1111,41.524623,-87.750056,Eligible School
Marya Yates Elementary School,6131 Allemong Dr,Matteson,IL,60443-1061,41.521719,-87.765092,Eligible School
Colin Powell Middle Sch,20600 Matteson Ave,Matteson,IL,60443-2920,41.515874,-87.738883,Eligible School
Sieden Prairie Elementary School,725 Notre Dame Dr,Matteson,IL,60443-1526,41.512875,-87.74899,Eligible School
Southwood Middle School,18635 Lee St,Country Club Hills,IL,60478-5203,41.550203,-87.728921,Eligible School
Meadowview  School,4701 179th St,Country Club Hills,IL,60478-4700,41.565816,-87.731361,Eligible School
Zenon J Sykuta  School,4301 180th St,Country Club Hills,IL,60478-5101,41.563561,-87.718595,Eligible School
Serena Hills Elem School,255 Pleasant Dr,Chicago Heights,IL,60411-1035,41.532978,-87.65252,Eligible School
Illinois School,210 Illinois St,Park Forest,IL,60466-1100,41.502663,-87.680236,Eligible School
Arcadia Elem School,20519 Arcadian Dr,Olympia Fields,IL,60461-1396,41.515508,-87.701168,Eligible School
O W Huth Middle School,3718 213th Pl,Matteson,IL,60443-2575,41.501582,-87.706459,Eligible School
Indiana Elem School,165 Indiana St,Park Forest,IL,60466-1078,41.501113,-87.692557,Eligible School
Sauk Elem School,4435 S Churchill Dr,Richton Park,IL,60471-1101,41.485626,-87.724243,Eligible School
Richton Square School,22700 Richton Square Rd,Richton Park,IL,60471-2504,41.476452,-87.709072,Eligible School
Matteson Elem School,21245 Main St,Matteson,IL,60443-2561,41.50266,-87.702404,Eligible School
Michelle Obama Sch of Technology and the Arts,530 Lakewood Blvd,Park Forest,IL,60466-1505,41.484976,-87.697627,Eligible School
Algonquin Primary Center,170 Algonquin St,Park Forest,IL,60466-1425,41.493728,-87.666865,Eligible School
21st Century Primary Center,240 S Orchard Dr,Park Forest,IL,60466-2045,41.477028,-87.681397,Eligible School
Blackhawk Primary Center,130 Blackhawk Dr,Park Forest,IL,60466-2316,41.471457,-87.687122,Eligible School
Mohawk Primary Center,301 Mohawk St,Park Forest,IL,60466-1907,41.478043,-87.695959,Eligible School
Barack Obama Sch of Leadership and STEM,401 Concord Dr,Chicago Heights,IL,60411-3916,41.497374,-87.661497,Eligible School
Hickory Bend Elem School,600 E 191st Pl,Glenwood,IL,60425-1924,41.541223,-87.595017,Eligible School
Brookwood Middle School,200 E Glenwood Lansing Rd,Glenwood,IL,60425-1751,41.542476,-87.606099,Eligible School
Brookwood Jr High School,201 E Glenwood Lansing Rd,Glenwood,IL,60425-1742,41.54319,-87.605187,Eligible School
Longwood Elem School,441 N Longwood Dr,Glenwood,IL,60425-1211,41.554303,-87.631127,Eligible School
Strassburg Elem,2002 223rd St,Sauk Village,IL,60411-5029,41.484424,-87.567578,Eligible School
Rickover Jr High School,22151 Torrence Ave,Sauk Village,IL,60411-5141,41.487823,-87.5571,Eligible School
Wagoner Elem,1831 215th Pl,Sauk Village,IL,60411-4405,41.496641,-87.571345,Eligible School
Cottage Grove Upper Grade Center,800 E 14th St,Ford Heights,IL,60411-2085,41.505615,-87.595933,Eligible School
Medgar Evers Primary Academic Center,1101 E 10th St,Ford Heights,IL,60411-2230,41.513684,-87.590711,Eligible School
Greenbriar Elem School,101 W Greenbriar Ave,Chicago Heights,IL,60411-1709,41.524668,-87.646061,Eligible School
Roosevelt Elem School,1345 Sunnyside Ave,Chicago Heights,IL,60411-2571,41.507031,-87.65236,Eligible School
Lincoln Elem School,1520 Center Ave,Chicago Heights,IL,60411-3634,41.508774,-87.590314,Eligible School
Highland School,828 Willow Dr,Chicago Heights,IL,60411-2169,41.516225,-87.649322,Eligible School
Kennedy Elem School,1013 Division St,Chicago Heights,IL,60411-2481,41.512911,-87.66388,Eligible School
Wilson Elem School,422 W 16th Pl,Chicago Heights,IL,60411-3224,41.501026,-87.660909,Eligible School
Jefferson Elem School,176 E 11th St,Chicago Heights,IL,60411-2937,41.51132,-87.632311,Eligible School
U S Grant Elem School,2712 Miller Ave,South Chicago Heights,IL,60411-4742,41.489247,-87.640713,Eligible School
Garfield Elem School,140 E 23rd St,Chicago Heights,IL,60411-4247,41.49403,-87.631558,Eligible School
Washington-McKinley Elem Sch,25 W 16th Pl,Chicago Heights,IL,60411-3475,41.501327,-87.642207,Eligible School
Heritage Middle School,19250 Burnham Ave,Lansing,IL,60438-3822,41.546,-87.539359,Eligible School
Nathan Hale Elem School,19055 Burnham Ave,Lansing,IL,60438-3605,41.549394,-87.537679,Eligible School
Sandridge Elem School,2950 Glenwood Dyer Rd,Lynwood,IL,60411-9755,41.51806,-87.545395,Eligible School
Columbia Central School,94 Richton Rd,Steger,IL,60475-1821,41.460071,-87.638497,Eligible School
Steger Intermediate Center,3411 Hopkins St,Steger,IL,60475-1731,41.469113,-87.626127,Eligible School
Steger Primary Center,3411 MIller Avenue,South Chicago Heights,IL,60411-6007,41.477198,-87.64051,Eligible School
Thornwood High School,17101 S Park Ave,South Holland,IL,60473-3484,41.583396,-87.604789,Eligible School
Thornridge High School,15000 Cottage Grove Ave,Dolton,IL,60419-2738,41.62241,-87.597809,Eligible School
Thornton Township High School,15001 Broadway Ave,Harvey,IL,60426-2272,41.616843,-87.643847,Eligible School
Bloom High School,101 W 10th St,Chicago Heights,IL,60411-2100,41.513192,-87.645238,Eligible School
Bloom Trail High School,22331 Cottage Grove Ave,Chicago Heights,IL,60411-5652,41.515667,-87.59719,Eligible School
Dist 206 Alternative High School,100 W 10th St,Chicago Heights,IL,60411-2002,41.512785,-87.644062,Eligible School
Thornton Fractnl So High School,18500 Burnham Ave,Lansing,IL,60438-3046,41.558668,-87.540411,Eligible School
Center for Academics and Technology,1605 Wentworth,Calumet City,IL,60409-6309,41.585593,-87.528864,Eligible School
